Unsorted Index,Domain,Total Tokens,URL Appearances,Assign to [Name],Website Issue,User Content,Website Description,Content Domain I,Content Domain II,Content Domain III,Content Domain (other),Type of service,Type of service (Other),Sensitive content: Nudity,Sensitive content: Pornography,Sensitive content: Drugs,Sensitive content: Violence,Sensitive content: Illegal Activities,Sensitive content: Hate Speech
22497,www.extremetech.com,6534464,15615,Xuhui,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25076,helpx.adobe.com,6533564,10368,Xuhui,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8799,www.urbandictionary.com,6527041,53709,Xuhui,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8858,www.fixya.com,6524369,11140,Xuhui,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59486,stempublishing.com,6521642,1985,Xuhui,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14700,www.pastemagazine.com,6521296,10357,Xuhui,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
77281,www.billboard.com,6519688,13706,Xuhui,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
95658,thereaderwiki.com,6511303,3529,Xuhui,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3568,bmcplantbiol.biomedcentral.com,6498304,1066,Xuhui,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36027,menupages.com,6488289,9156,Xuhui,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
127294,barbadostoday.bb,6488202,11732,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80815,whatever.scalzi.com,6487387,3033,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
47654,www.newscientist.com,6484803,21793,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
352056,udcnyc.com,6484720,1444,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24902,autonovices.info,6479339,5963,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8417,www.faqs.org,6478950,14691,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26219,www.newstatesman.com,6470572,7545,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88828,www.caranddriver.com,6465471,7724,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37074,sports.yahoo.com,6464091,12188,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8565,www.myrecipes.com,6452092,25940,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9,www.ibj.com,6451276,14553,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27703,www.japantimes.co.jp,6440902,12302,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6781,kredittestsiegerjetzde.info,6431259,5110,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
75656,electronicintifada.net,6428455,6939,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18756,forums.soompi.com,6426450,5901,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12273,www.neopets.com,6414018,6776,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19000,www.yourtango.com,6413225,10010,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4420,player.fm,6405196,23380,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65071,depicoteoportenerife.com,6400132,5019,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79714,ideas.repec.org,6397803,9495,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43473,www.essaytown.com,6397652,5018,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46490,www.ncaa.com,6389668,11906,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42943,carkix.com,6387733,3046,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
45042,www.genetics.org,6385064,1381,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
257322,voxday.blogspot.com,6375872,1244,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16694,www.ebay.com,6375830,28084,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16314,onlinemedigapinsurance.net,6363215,5993,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46178,coastalwholesales.com,6363138,4682,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
23719,www.ato.gov.au,6359822,10424,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91531,jcb.rupress.org,6354918,1286,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33131,antwerksstudio.com,6354906,5969,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
157524,theimaginativeconservative.org,6349515,3490,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
83107,cedar.buffalo.edu,6347886,6021,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43785,www.lawinsider.com,6339438,3554,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27010,en.turkcewiki.org,6333532,3581,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22543,www.marketoracle.co.uk,6333269,5605,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7483,jamanetwork.com,6323811,6154,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102632,alchetron.com,6317604,5642,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
52071,forums.xkcd.com,6309984,4414,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4317,www.kotaku.com.au,6308200,9606,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
165080,outlawvern.com,6302931,1951,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13439,www.austinchronicle.com,6294776,11645,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22673,familypedia.wikia.org,6289169,5787,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
226126,storiesonline.net,6287864,4104,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
86142,www.global-regulation.com,6275665,4315,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21048,voices.washingtonpost.com,6273301,2393,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
54296,www.thisdaylive.com,6259533,10371,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21189,oilprice.com,6241103,9845,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7172,parlinfo.aph.gov.au,6238039,9964,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
175795,volokh.com,6237785,2607,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8072,alqaem.us,6231288,5985,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
100868,www.strategy-business.com,6227456,3728,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
132346,www.canada.ca,6227452,6259,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34916,permies.com,6224947,4744,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24541,www.mamamia.com.au,6224558,11501,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8774,www.onlinejacc.org,6224526,7293,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29835,myanimelist.net,6224221,10427,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15756,www.librarything.com,6218790,41981,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25056,www.astrotheme.com,6215382,4295,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
97569,www.nba.com,6213654,8406,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17751,app-wiringdiagram.herokuapp.com,6211511,47748,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
155513,iomfats.org,6208167,1384,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
52566,www.baseballthinkfactory.org,6205942,2601,Deividas Mataciunas,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
71732,www.creditconsolidation-usa.com,6203692,5973,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
64370,www.sykescottages.co.uk,6199855,9475,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10400,www.lovebedsheets.com,6198479,3350,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15345,thequietus.com,6197040,8070,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21523,smallbusiness.chron.com,6196102,13002,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2590,forums.storm8.com,6189741,8120,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
76336,hitchhikersgui.de,6187669,4163,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5151,www.mondaq.com,6180577,9611,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
405566,bible.org,6175012,2149,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26260,www.euractiv.com,6174386,8722,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5885,www.kobo.com,6174106,29298,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
55425,www.soundonsound.com,6165684,4129,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4997,www.ranker.com,6158916,20303,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1119,www.pyramydair.com,6154876,4054,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
272167,cancerres.aacrjournals.org,6154775,1582,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
54421,www.ocregister.com,6152348,11812,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
137993,mnogoknigek.info,6148329,5876,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12410,www.itv.com,6148147,22825,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
154210,www.pnas.org,6147459,3221,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11241,www.pajiba.com,6147341,11979,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29386,thereallifechurch.info,6142505,5273,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13203,imaging.onlinejacc.org,6141380,2593,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15991,www.macrumors.com,6140085,10170,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7973,wwa.kiplinger.com,6135807,8537,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3156,idioms.thefreedictionary.com,6132099,24397,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20429,www.campaignlive.co.uk,6131925,16692,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2179,misswinni.org,6129687,2812,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
167728,www.allindianpatents.com,6128039,1722,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33174,prospect.org,6127394,4358,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32685,www.lumberjocks.com,6122672,15217,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
55568,www.assignmentpoint.com,6114955,5467,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
268655,www.pepecerezo.com,6110664,260,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13644,www.tennessean.com,6108128,12131,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
181305,www.un.org,6106330,4463,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6851,annals.org,6100569,21828,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32345,eng.kakprosto.ru,6100037,10511,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
67332,thewikipost.org,6098539,2646,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31740,zapatosmx.com,6092237,5020,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
355297,strange-in.de,6089576,251,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40588,www.litcharts.com,6087499,9780,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46551,www.template.net,6084606,11309,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
128531,www.mostbeautifullest.com,6082764,691,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59033,www.cntraveler.com,6068228,10794,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2342,www.tampabay.com,6066402,8998,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1463,www.lubbockonline.com,6066268,12922,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15121,www.whiteblaze.net,6061399,5994,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
247620,www.thrivetimeshow.com,6055332,3478,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31844,4archive.org,6048912,5364,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21837,www.molvis.org,6046144,1578,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16899,www.star-telegram.com,6039279,15570,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30023,mrjohal.info,6039249,5183,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133433,project-shift.org,6039056,2184,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28996,adexchanger.com,6030353,8849,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60758,www.mlive.com,6028982,11413,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61468,www.macworld.co.uk,6024164,12289,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
53601,freedomhouse.org,6022185,3587,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42302,www.newsweek.com,6021618,9197,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89500,forums.studentdoctor.net,6021171,8729,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
152527,crookedtimber.org,6002079,1088,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5305,chicago.suntimes.com,5999136,15205,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21532,freetarotreadings.info,5998851,5020,Da Yin,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7338,mirror.uncyc.org,5994652,5714,Da Yin,FALSE,Strong Moderation,A fun encyclopedia platform full of humorous stuffs ,Entertainment,,,,Other,Entertainment,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5433,globalvoices.org,5990082,11670,Da Yin,FALSE,None,Platform of sharing global stories that build understanding across borders,Social/Lifestyle,Cultural/Artistic,,,Other,Social/Human rights,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88073,www.joshualandis.com,5985644,1011,Da Yin,FALSE,None,"Blog of Joshua Landis, about Syria politics, history and religion",Cultural/Artistic,Government/Policy,,,Other,Culture/Politics,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26634,theculturetrip.com,5978095,8590,Da Yin,FALSE,None,Travel e-commerce platform offering transportation and hotel packages,E-Commerce,,,,Ecommerce,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
215883,oxfordre.com,5975623,2057,Da Yin,FALSE,Strong Moderation,Oxford Research Encyclopedias platform that covers many peer-reviewed trustworthy research,Academic,,,,Academic,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13476,www.carrentals.com,5964010,11951,Da Yin,FALSE,None,Car rental website,E-Commerce,,,,Ecommerce,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14240,www.centralmaine.com,5960194,12900,Da Yin,FALSE,Strong Moderation,Website built by The Maine Trust for Local News,News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36650,montessoricentermn.org,5949116,4117,Da Yin,FALSE,None,Website for Montessori Center of Minnesota,Education/Knowledge,,,,Other,Education,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
44719,www.ecode360.com,5948538,4418,Da Yin,FALSE,None,"Platform that collects house codified laws and municipal documents which accommodates needs of attorneys, planners, builders etc.",Business/Finance,Legal,,,Other,Law resources,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
71718,zh.coursera.org,5933070,10048,Da Yin,FALSE,Weak Moderation,Online course platform,Education/Knowledge,,,,Other,Education,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41284,dulichhaiduong.info,5932641,5667,Da Yin,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70349,es.coursera.org,5928332,10145,Da Yin,FALSE,Weak Moderation,Online course platform,Education/Knowledge,,,,,Education,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
194281,www.religion-online.org,5924467,1650,Da Yin,FALSE,Strong Moderation,Platform for assist teachers and scholars who are interested in exploring religious issues,,,,,Other,Religion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43841,www.newsflash.org,5924452,5497,Da Yin,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
178618,www.jove.com,5923792,2511,Da Yin,FALSE,Strong Moderation,Platform for collecting videos of laboratory methods and science concepts,Academic,,,,Academic,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1723,bgr.com,5920368,13931,Da Yin,FALSE,Strong Moderation,Editor reviews about in tech and entertainment,Reviews,Technology/Code,Entertainment,,Other,Editor reviews,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27629,owjn.org,5917402,4252,Da Yin,FALSE,None,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91541,www4.geometry.net,5916068,5526,Da Yin,FALSE,None,Online learning website that covers e-books across various subjects,Education/Knowledge,Books,,,Other,Education,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8654,www.gofundme.com,5915526,11599,Da Yin,FALSE,Strong Moderation,Platform for raising money or making a donation,Other,,,Fundraising/Donation,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
86500,weteachenglish.info,5912947,5604,Da Yin,FALSE,None,Website for online English and maths courses,Education/Knowledge,,,,Other,Education,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12598,bugs.launchpad.net,5903652,17177,Da Yin,FALSE,Weak Moderation,Platform for reporting and resolving software bugs,Technology/Code,,,,Other,Technology,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
109441,bmccomplementalternmed.biomedcentral.com,5902549,1476,Da Yin,FALSE,Strong Moderation,"Website for a journal, BMC Complementary Medicine and Therapies",Academic,Biomedical/Health,,,Academic,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
62965,www.musicradar.com,5889605,11735,Da Yin,FALSE,None,Website for musicians,Entertainment,Education/Knowledge,,,Other,Music,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37667,sentence.yourdictionary.com,5886184,10731,Da Yin,FALSE,None,English learning website,Education/Knowledge,,,,Other,Education,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18725,www.wehuntedthemammoth.com,5884932,2808,Da Yin,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
354088,www.technets.ca,5880436,257,Da Yin,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
150659,www.realjewnews.com,5873614,655,Da Yin,FALSE,None,Personal blog about the person's opinions ,Cultural/Artistic,,,,Other,Personal blog,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
88499,fanfare.metafilter.com,5864711,4520,Da Yin,FALSE,Weak Moderation,"Forum discussing entertainments such as TVs, films",Entertainment,,,,Other,Forum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65843,www.paperdue.com,5862982,2348,Da Yin,FALSE,None,Website for homework and eassy help,Education/Knowledge,,,,Other,Education,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50563,www.sott.net,5862649,5414,Da Yin,FALSE,Strong Moderation,Website for collecting world's news,News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17798,www.howtodothings.com,5861925,11537,Da Yin,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25711,www.nbcwashington.com,5856555,18844,Da Yin,FALSE,Strong Moderation,Website for NBC Washington,News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40303,www.eurekastreet.com.au,5855972,4221,Da Yin,FALSE,Strong Moderation,Website for Australian magazine Eureka Street,Books,News,Social/Lifestyle,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25625,mentalfloss.com,5852622,9209,Da Yin,FALSE,None,Platform for collecting interesting facts,Education/Knowledge,,,,Other,Education/Knowledge,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
200,deadspin.com,5847519,14512,Da Yin,FALSE,None,Sports news website,News,Other,,Sports,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43428,www.fosters.com,5846470,13154,Da Yin,FALSE,Strong Moderation,Foster's Daily Democrats website,News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
63899,hcgdrops.surfinthespirit.com,5845630,4427,Da Yin,FALSE,None,Advertisement website for HCG Triumph Diet,Biomedical/Health,E-Commerce,,,Ecommerce,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17193,www.getrichslowly.org,5845170,1023,Da Yin,FALSE,None,Providing stories and tips about money management,,,,,Other,Daily tips,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5680,wordpress.org,5845119,29725,Da Yin,FALSE,Weak Moderation,Web publishing system,Technology/Code,,,,Other,Blog system,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
